scenario,seed,flag_1,mean_z_1,flag_2,mean_z_2,flag_3,mean_z_3,flag_4,mean_z_4,flag_5,mean_z_5,single_flag_any
random,8,True,-3.7076913646754845,True,-4.10027746298278,True,-4.174559328319687,True,-3.2607721044963,True,-2.496592631556625,True
random,9,True,-2.002586124746776,True,-3.269758171122114,True,-2.5454350282517084,True,-2.1687941733706326,True,-1.7784874568192024,True
random,10,True,-2.3796798970754343,True,-2.5748229286301276,True,-2.2664326297418005,True,-1.7513568526241428,True,-1.2472359408521636,True
random,11,False,0.1835744426527691,False,-0.5533043556457361,False,-0.7667324032032857,False,-0.812261214915979,False,-0.7488371353176069,False
random,12,False,-0.7611494745108557,True,-1.6336170307449815,False,-1.3500544970680206,True,-1.435312576213753,True,-1.4822682558600448,True
random,13,True,-4.218471280937771,True,-3.0833269951716153,True,-2.117682872671845,True,-1.5221472194393155,True,-1.276077275636552,True
random,14,True,-2.453501778270186,True,-3.1374511049911895,True,-2.726491553046207,True,-1.8297680705709134,True,-1.4063098116634802,True
random_hard,0,False,-1.8212540321647666,True,-1.9299916572280602,True,-2.119450510095728,True,-1.5786114587068645,True,-1.100213798232554,True
random_hard,1,False,-0.350097750403827,True,-1.4194275269450354,False,-1.1903366692754,False,-0.8669283062239849,False,-0.6223103116356438,True
random_hard,2,True,-2.407073981528831,True,-3.24656112408604,True,-2.687299957672844,True,-1.731266701578466,True,-1.177883089721605,True
random_hard,3,True,-4.737551134815996,True,-3.747201944898978,True,-3.1758275611863866,True,-2.487734534732099,True,-2.0839966363683033,True
random_hard,4,True,-3.591447995568532,True,-2.334699308225992,True,-2.599339388441235,True,-2.1370406526008137,True,-1.847136933075315,True
random_hard,5,True,-3.311285391217143,True,-3.208676575891658,True,-2.484843681714847,True,-1.971893214723112,True,-1.8004859195074743,True
random_hard,6,False,0.4493876171165888,True,-2.453337727823926,True,-2.7244899254076493,True,-2.0738455509593186,True,-1.4533034979743893,True
random_hard,7,False,-1.2294001818028135,False,-1.1492261793367216,False,-1.323607180642259,False,-1.3184668891893878,False,-0.8345780663045252,False
random_hard,8,False,-1.668029293703064,True,-3.011259931273711,True,-3.3078951675379007,True,-2.6186371989746644,True,-1.9462464336600855,True
random_hard,9,True,-2.528973608501588,True,-3.577136498473447,True,-2.7394807704844375,True,-2.2382191519502688,True,-1.8054715573308158,True
random_hard,10,True,-2.6018786873667588,True,-3.2531657180596194,True,-2.9629917935900494,True,-2.2720018289965025,True,-1.6521535052580063,True
random_hard,11,False,-0.8695469193203986,False,-1.5707509267039441,True,-1.9114675601150417,True,-1.6936805310035479,True,-1.4320925688245905,True
random_hard,12,False,-0.3309948152181095,False,-1.0836588223224592,False,-0.6694308040555259,False,-1.0313409796673838,False,-1.14538000821713,True
random_hard,13,True,-5.428240735192832,True,-3.9557910866316948,True,-3.0155079308604216,True,-2.315877293833223,True,-1.9176768434175564,True
random_hard,14,True,-2.872817282466826,True,-3.8042727738520767,True,-3.3863567575625257,True,-2.3586222715001095,True,-1.8484578675002372,True
flip,0,False,-0.4692246918521941,False,-0.421836182182663,True,-1.713859793088677,True,-1.333091471784672,True,-0.9041661675385886,True
flip,1,False,-0.9367781755584819,True,-1.6590161923583733,False,-0.8358439811944985,False,-0.537987394044188,False,-0.2871341623201317,True
flip,2,True,-3.128730046321925,True,-3.0625350563469698,True,-1.8713566751774033,True,-1.1484377053637407,True,-0.7755277841101994,True
flip,3,True,-6.474034607812142,True,-3.801387572082837,True,-3.1800256559952023,True,-2.4507573383556434,True,-2.025772525978937,True
flip,4,True,-2.018831384426048,False,-1.5120181584003896,True,-2.205138774068422,True,-1.8363676095154122,True,-1.4619625992330771,True
flip,5,False,-1.7980648879273562,True,-1.8495336941175324,True,-1.5687704690644473,False,-1.3303041697107392,False,-1.2523932979484933,False
flip,6,False,-1.3662147316009805,True,-2.9091079580349186,True,-2.7834664883647786,True,-2.1067940292410223,True,-1.4270851625400625,True
flip,7,False,0.06354794281295281,True,-1.3067105460852546,True,-1.234997088893394,True,-1.3857923504161027,True,-0.8704334402137471,True
flip,8,False,-1.7995454548209242,True,-2.7767511501652744,True,-3.2492372131459883,True,-2.49986263163899,True,-1.8282616333834856,True
flip,9,False,-0.7830767251442821,True,-1.647908070791146,False,-0.8242263630883256,False,-0.9558195192454794,False,-0.7841222139514636,True
flip,10,False,-1.788290169137986,True,-2.5685141713856985,True,-2.0794785540008545,True,-1.551038559309176,True,-1.0772380588447832,True
flip,11,False,0.6971208431165593,True,-1.0451971948521994,True,-0.9926691251826648,True,-0.9397366988959525,False,-0.7693799181623764,True
flip,12,False,0.1545867231039761,False,-0.8864108987898109,False,-0.30202239252164287,False,-0.5361987313904393,False,-0.7462558676515503,False
flip,13,True,-3.5368788381377474,True,-3.142673395234687,True,-2.0844535327833142,True,-1.6182173945906617,True,-1.339021372472319,True
flip,14,False,-1.2496466796332786,True,-2.4942962936139277,True,-1.903602946679089,True,-1.091889834155763,True,-0.7974603794804309,True
shift,0,False,-1.5919453602531664,False,-1.6054399565034807,True,-1.7824452808754234,True,-1.254318382140317,False,-0.9148585546392625,True
shift,1,False,-0.1912524846570052,False,-0.7313495616161133,False,-0.4848595427982083,False,-0.3772279832744041,False,-0.261710443724007,False
shift,2,False,-1.5822629975970164,True,-2.5131086498461124,True,-1.4039837050628574,True,-0.8678658355203869,True,-0.6062138920130291,True
shift,3,True,-2.477938796083258,True,-1.944180692870746,True,-1.8580003570152563,True,-1.5402837572617043,True,-1.3002365356889152,True
shift,4,False,-1.1858022054930455,False,-0.7942401715122193,True,-1.383494636823257,False,-1.1143192060306208,False,-0.9079441396918508,True
shift,5,True,-3.5531784530586266,True,-3.483396153642434,True,-2.7225286066116916,True,-2.1698272516207107,True,-1.9730774730108647,True
shift,6,False,-0.5270549906474161,True,-2.5735877820346693,True,-2.554502638939227,True,-2.052559461166859,True,-1.4755131870016793,True
shift,7,False,-1.7411220115892558,True,-2.269288634494026,True,-2.0352208816490136,True,-1.8976896014352553,True,-1.3157952264991095,True
shift,8,False,-1.8265380463065715,True,-2.818960405971459,True,-3.2530208312254962,True,-2.597887198187683,True,-1.9547418283433988,True
shift,9,False,-1.1216558774971377,True,-2.6728074353697204,True,-2.0961907385106477,True,-1.7139980552499319,True,-1.3641426862115726,True
shift,10,False,-0.5206320965214114,True,-1.459502633045667,True,-1.4446660667207507,False,-1.0181775122187668,False,-0.6296777916655611,True
shift,11,False,-0.038707825244678855,False,-0.2921433955801303,False,-0.7652009469411175,False,-0.8183116018761345,False,-0.73296422741159,False
shift,12,False,-0.8966568316941903,False,-1.486413087146587,False,-1.2691660650714687,False,-1.3249498051797186,False,-1.3871559634803305,True
shift,13,True,-5.236430020468663,True,-3.6074980620220987,True,-2.4893470131574778,True,-1.72883907075971,True,-1.4477194101564457,True
shift,14,True,-3.1609010163235567,True,-3.6501377901356227,True,-3.1354728444180524,True,-2.1690698570954834,True,-1.7248903783733376,True
unknown_rich,0,False,-1.7839872053188663,True,-2.0446638021684165,True,-2.1392882396514543,True,-1.6105591811688669,True,-1.1576455731857218,True
unknown_rich,1,False,-0.8262954801580324,True,-1.628210627135225,False,-1.4082039103944195,False,-1.0427392370032935,False,-0.7708460961953691,True
unknown_rich,2,True,-2.273529539799132,True,-2.777001700311604,True,-1.981145859302681,True,-1.3049616730871008,True,-0.9484486107427419,True
unknown_rich,3,True,-4.032767226092634,True,-3.166950647847904,True,-2.758209877596164,True,-2.2155071487521996,True,-1.8673107791718966,True
unknown_rich,4,False,-1.5319671700827087,False,-1.1845916744240363,True,-1.7225369454594126,True,-1.3742435375283244,False,-1.1184980598595256,True
unknown_rich,5,True,-3.079866432099223,True,-3.1108622830817647,True,-2.405678239680857,True,-1.878822347468514,True,-1.7202199136604008,True
unknown_rich,6,False,-0.09381601038466345,True,-2.680094357370934,True,-2.820955825305724,True,-2.255205419376441,True,-1.5921183184750174,True
unknown_rich,7,False,-1.0506112309098448,True,-1.9063202983996077,True,-1.9072879973486074,True,-1.7516041067444004,True,-1.1767429816104982,True
unknown_rich,8,True,-3.120822173702368,True,-3.6637958843096383,True,-3.7821053468995522,True,-2.9900486482919595,True,-2.269695477318177,True
unknown_rich,9,False,-1.4589880095983134,True,-2.856320575824986,True,-2.2142547501173637,True,-1.8622109204523152,True,-1.4929440066588873,True
unknown_rich,10,True,-1.986169762857157,True,-2.558317454479727,True,-2.311357465795907,True,-1.7700794060960774,True,-1.2922195152298328,True
unknown_rich,11,False,-0.3495523874398471,False,-0.9335098542476925,False,-1.2799096032646193,False,-1.1852559252810664,False,-1.0128422768551675,False
unknown_rich,12,False,-0.07057809739163572,False,-0.8976201377415041,False,-0.6659255351064215,False,-0.8695571519769175,False,-1.0043970990627398,False
unknown_rich,13,True,-4.76265874523733,True,-3.4265348657086534,True,-2.544357991692563,True,-1.9105922756629172,True,-1.5813556139216753,True
unknown_rich,14,True,-2.2417491632169675,True,-3.064191822857241,True,-2.714963180229518,True,-1.7911541790015602,True,-1.3603913336234517,True
